time,open,high,low,close,EMA,EMA-based MA,Volatility Stop,mean,volume,adjMean
2025-07-08T18:46:15-04:00,297.78,297.78,297.78,297.78,297.78564438157986,NaN,297.8039149526599,480.4,298,480.4
2025-07-08T18:46:30-04:00,297.7885,297.7885,297.75,297.75,297.7785155052639,NaN,297.8039149526599,521.6,800,521.6
2025-07-08T18:46:45-04:00,297.75,297.81,297.75,297.79,297.78081240421113,NaN,297.8039149526599,525.5,1795,525.5
2025-07-08T18:47:00-04:00,297.79,297.79,297.79,297.79,297.7826499233689,NaN,297.8039149526599,575.5,1000,575.5
2025-07-08T18:47:15-04:00,297.7693,297.79,297.7693,297.79,297.78411993869514,NaN,297.8039149526599,576.6,634,576.6
2025-07-08T18:48:15-04:00,297.77,297.77,297.77,297.77,297.7812959509561,NaN,297.8039149526599,576.6,100,576.6
2025-07-08T18:48:30-04:00,297.79,297.79,297.79,297.79,297.7830367607649,NaN,297.8039149526599,601.6,350,601.6
2025-07-08T18:49:00-04:00,297.79,297.79,297.79,297.79,297.7844294086119,NaN,297.802695359281,572.6,100,572.6
2025-07-08T18:49:30-04:00,297.78,297.78,297.78,297.78,297.7835435268895,NaN,297.801773091317,597.6,400,597.6
2025-07-08T18:49:45-04:00,297.78,297.78,297.78,297.78,297.7828348215116,NaN,297.8001469367511,557.7,100,557.7
2025-07-08T18:50:15-04:00,297.78,297.79,297.78,297.79,297.7842678572093,NaN,297.79935208991355,651.3,1234,651.3
2025-07-08T18:50:30-04:00,297.7887,297.81,297.7887,297.81,297.7894142857674,NaN,297.79935208991355,818.7,2474,818.7
2025-07-08T18:50:45-04:00,297.79,297.79,297.7899,297.7899,297.78951142861393,NaN,297.79935208991355,733,938,733
2025-07-08T18:51:45-04:00,297.79,297.79,297.7801,297.7801,297.78762914289115,NaN,297.7986751480896,663,300,663
2025-07-08T18:52:00-04:00,297.79,297.79,297.79,297.79,297.78810331431293,NaN,297.7979463906852,609.6,100,609.6
2025-07-08T18:52:15-04:00,297.79,297.79,297.79,297.79,297.78848265145035,NaN,297.7965115711509,619.6,200,619.6
2025-07-08T18:52:30-04:00,297.78,297.79,297.78,297.79,297.7887861211603,NaN,297.7958984925934,633.7,491,633.7
2025-07-08T18:52:45-04:00,297.7501,297.7501,297.7501,297.7501,297.7810488969282,NaN,297.77840856796365,723.6,999,723.6
2025-07-08T18:53:00-04:00,297.79,297.79,297.79,297.79,297.78283911754255,NaN,297.7601143604345,693.6,100,693.6
2025-07-08T18:53:15-04:00,297.7501,297.7501,297.7501,297.7501,297.776291294034,NaN,297.7814838575872,783.5,999,783.5
2025-07-08T18:53:45-04:00,297.7612,297.7612,297.7612,297.7612,297.7732730352272,NaN,297.78074716470786,680.1,200,680.1
2025-07-08T18:54:00-04:00,297.79,297.79,297.79,297.79,297.77661842818173,NaN,297.75872519352754,442.7,100,442.7
2025-07-08T18:54:15-04:00,297.76,297.76,297.76,297.76,297.7732947425454,NaN,297.75872519352754,376.9,280,376.9
2025-07-08T18:55:15-04:00,297.77,297.77,297.76,297.76,297.7706357940363,NaN,297.7588869871586,431.7,848,431.7
2025-07-08T18:55:45-04:00,297.7795,297.78,297.76,297.7799,297.772488635229,NaN,297.75894263780066,660.3,2386,660.3
2025-07-08T18:56:00-04:00,297.79,297.8,297.7503,297.7503,297.7680509081832,NaN,297.75894263780066,769.5,1292,769.5
2025-07-08T18:56:30-04:00,297.8,297.8,297.7999,297.7999,297.77442072654657,NaN,297.764652105615,740.4,200,740.4
2025-07-08T18:56:45-04:00,297.8,297.8,297.8,297.8,297.77953658123727,NaN,297.76645950033435,660.5,200,660.5
2025-07-08T18:57:00-04:00,297.76,297.76,297.7599,297.76,297.7756292649898,NaN,297.7948209746824,720.5,700,720.5
2025-07-08T18:57:15-04:00,297.81,297.81,297.8099,297.81,297.78250341199185,NaN,297.77307257405175,848.6,2280,848.6
2025-07-08T18:58:00-04:00,297.8094,297.8094,297.8094,297.8094,297.7878827295935,NaN,297.77487144534916,848.6,200,848.6
2025-07-08T18:58:30-04:00,297.81,297.81,297.81,297.81,297.7923061836748,NaN,297.7766303730817,858.6,200,858.6
2025-07-08T18:58:45-04:00,297.81,297.81,297.81,297.81,297.79584494693984,NaN,297.7782988544276,860.6,300,860.6
2025-07-08T18:59:15-04:00,297.81,297.81,297.81,297.81,297.7986759575519,NaN,297.77988391170624,788.9,131,788.9
2025-07-08T18:59:30-04:00,297.81,297.81,297.81,297.81,297.8009407660415,NaN,297.7813897161209,560.3,100,560.3
2025-07-08T18:59:45-04:00,297.7637,297.81,297.7637,297.81,297.8027526128332,NaN,297.7813897161209,491.1,600,491.1
2025-07-08T19:00:30-04:00,297.8,297.81,297.8,297.81,297.8042020902666,NaN,297.7813897161209,631.1,1600,631.1
2025-07-08T19:01:15-04:00,297.81,297.81,297.8099,297.8099,297.8053416722133,NaN,297.78161632660914,663.8,527,663.8
2025-07-08T19:01:30-04:00,297.81,297.81,297.81,297.81,297.8062733377706,NaN,297.7830280102787,623.8,300,623.8
2025-07-08T19:02:00-04:00,297.81,297.81,297.8099,297.8099,297.8069986702165,NaN,297.7843691097648,514.6,1188,514.6
2025-07-08T19:03:00-04:00,297.79,297.79,297.79,297.79,297.8035989361732,NaN,297.7843691097648,534,394,534
2025-07-08T19:03:30-04:00,297.8,297.8,297.8,297.8,297.8028791489386,NaN,297.7847002465627,544,300,544
2025-07-08T19:04:00-04:00,297.7903,297.7903,297.7903,297.7903,297.80036331915085,NaN,297.78523773423456,649.1,1351,649.1
2025-07-08T19:04:15-04:00,297.79,297.79,297.79,297.79,297.79829065532067,NaN,297.78645334752287,670.4,344,670.4
2025-07-08T19:04:30-04:00,297.79,297.79,297.79,297.79,297.79663252425655,NaN,297.7876306801467,690.3,299,690.3
2025-07-08T19:05:00-04:00,297.76,297.78,297.76,297.78,297.79330601940524,NaN,297.7935008538606,690.3,600,690.3
2025-07-08T19:05:15-04:00,297.79,297.8,297.79,297.8,297.7946448155242,NaN,297.7711741888324,558.2,279,558.2
2025-07-08T19:06:00-04:00,297.78,297.78,297.78,297.78,297.7917158524193,NaN,297.7711741888324,521.1,156,521.1
2025-07-08T19:06:30-04:00,297.8,297.8,297.8,297.8,297.79337268193547,NaN,297.7755722054212,511.1,200,511.1
2025-07-08T19:06:45-04:00,297.8,297.8,297.7999,297.7999,297.79467814554835,NaN,297.77678609515016,412.3,200,412.3
2025-07-08T19:07:00-04:00,297.76,297.7998,297.76,297.7998,297.79570251643867,NaN,297.77678609515016,432.9,600,432.9
2025-07-08T19:07:15-04:00,297.8,297.8,297.8,297.8,297.79656201315095,NaN,297.77678609515016,412.9,100,412.9
2025-07-08T19:07:30-04:00,297.78,297.78,297.78,297.78,297.7932496105208,NaN,297.77678609515016,327.8,500,327.8
2025-07-08T19:08:00-04:00,297.8,297.8,297.8,297.8,297.7945996884166,NaN,297.77678609515016,333.4,400,333.4
2025-07-08T19:08:30-04:00,297.79,297.7997,297.79,297.7997,297.7956197507333,NaN,297.77678609515016,530.4,2269,530.4
2025-07-08T19:08:45-04:00,297.7902,297.7902,297.7902,297.7902,297.79453580058663,NaN,297.77678609515016,520.4,500,520.4
2025-07-08T19:09:15-04:00,297.8,297.8,297.7999,297.7999,297.7956086404693,NaN,297.77698092338363,532.5,400,532.5
2025-07-08T19:09:30-04:00,297.8,297.8,297.7999,297.8,297.7964869123754,NaN,297.77812437721445,597.6,807,597.6
2025-07-08T19:09:45-04:00,297.79,297.79,297.79,297.79,297.79518952990037,NaN,297.77846815835375,1077.6,5000,1077.6
2025-07-08T19:10:00-04:00,297.79,297.8,297.79,297.7999,297.7961316239203,NaN,297.7787947504361,1177.2,1196,1177.2
2025-07-08T19:10:15-04:00,297.79,297.79,297.79,297.79,297.79490529913625,NaN,297.77911251291425,1209,918,1209
2025-07-08T19:10:30-04:00,297.79,297.7901,297.79,297.7901,297.793944239309,NaN,297.7801493872685,1260.2,612,1260.2
2025-07-08T19:10:45-04:00,297.79,297.79,297.79,297.79,297.7931553914472,NaN,297.7811344179051,1240.2,300,1240.2
2025-07-08T19:11:00-04:00,297.7895,297.7895,297.7895,297.7895,297.79242431315777,NaN,297.78204019700985,1210.2,100,1210.2
2025-07-08T19:11:15-04:00,297.79,297.79,297.79,297.79,297.79193945052623,NaN,297.7829006871594,995.1,118,995.1
2025-07-08T19:11:45-04:00,297.79,297.79,297.79,297.79,297.791551560421,NaN,297.7837556528014,995.1,500,995.1
2025-07-08T19:12:00-04:00,297.78,297.79,297.78,297.79,297.7912412483368,NaN,297.78381787016133,998.7,436,998.7
2025-07-08T19:12:15-04:00,297.79,297.79,297.79,297.79,297.7909929986694,NaN,297.78462697665327,958,400,958
2025-07-08T19:12:30-04:00,297.78,297.78,297.78,297.78,297.7887943989355,NaN,297.7953543721794,498,400,498
2025-07-08T19:12:45-04:00,297.8,297.8,297.78,297.78,297.7870355191484,NaN,297.7953543721794,421.8,434,421.8
2025-07-08T19:13:00-04:00,297.8,297.8,297.8,297.8,297.7896284153187,NaN,297.7832176791081,351.1,211,351.1
2025-07-08T19:13:15-04:00,297.7992,297.7992,297.78,297.78,297.78770273225496,NaN,297.7832176791081,381.8,919,381.8
2025-07-08T19:13:30-04:00,297.8,297.8,297.8,297.8,297.790162185804,NaN,297.7832176791081,362,102,362
2025-07-08T19:13:45-04:00,297.8,297.8,297.7707,297.7707,297.7862697486432,NaN,297.7832176791081,1066,7140,1066
2025-07-08T19:14:30-04:00,297.8,297.8,297.8,297.8,297.78901579891453,NaN,297.7832176791081,1064.2,100,1064.2
2025-07-08T19:14:45-04:00,297.8,297.8,297.8,297.8,297.79121263913163,NaN,297.7832176791081,1205.4,1912,1205.4
2025-07-08T19:15:00-04:00,297.8,297.8,297.7999,297.8,297.7929701113053,NaN,297.7832176791081,1347.7,1859,1347.7
2025-07-08T19:15:15-04:00,297.81,297.81,297.7807,297.7807,297.7905160890442,NaN,297.7832176791081,1355.2,475,1355.2
2025-07-08T19:15:30-04:00,297.8096,297.9,297.8096,297.9,297.8124128712354,NaN,297.82698396681116,1516.3,2011,1516.3
2025-07-08T19:15:45-04:00,297.9,297.96,297.88,297.96,297.8419302969883,NaN,297.88757476847064,1541.9,690,1541.9
2025-07-08T19:16:00-04:00,297.96,297.9699,297.96,297.96,297.86554423759065,NaN,297.93340353004714,1668.3,1475,1668.3
2025-07-08T19:16:15-04:00,297.96,298.05,297.88,298.05,297.9024353900725,NaN,297.93340353004714,2656.2,10798,2656.2
2025-07-08T19:16:30-04:00,298.1,298.2,298.1,298.2,297.96194831205804,NaN,298.0981668108675,2726.5,805,2726.5
2025-07-08T19:16:45-04:00,298.1995,298.2,298.1995,298.2,298.0095586496464,NaN,298.15047097032414,2213,2005,2213
2025-07-08T19:17:00-04:00,298.2,298.28,298.2,298.22,298.05164691971714,NaN,298.18718492180795,4484.5,22815,4484.5
2025-07-08T19:17:15-04:00,298.21,298.3,298.21,298.3,298.1013175357737,NaN,298.1980756757176,4503.3,2100,4503.3
2025-07-08T19:17:30-04:00,298.31,298.4,298.31,298.3999,298.161034028619,NaN,298.2934218919317,4451.2,1338,4451.2
2025-07-08T19:17:45-04:00,298.3591,298.4469,298.3591,298.38,298.2048272228952,NaN,298.33791579733514,4483.7,800,4483.7
2025-07-08T19:18:00-04:00,298.43,298.44,298.42,298.4398,298.2518217783161,NaN,298.36367000746833,4473.9,1913,4473.9
2025-07-08T19:18:15-04:00,298.43,298.44,298.3717,298.44,298.2894574226529,NaN,298.36367000746833,4504.9,1000,4504.9
2025-07-08T19:18:30-04:00,298.41,298.41,298.31,298.4,298.3115659381223,NaN,298.43447919325985,4563,2056,4563
2025-07-08T19:18:45-04:00,298.16,298.39,298.16,298.39,298.32725275049785,NaN,298.3637552335968,3515.4,322,3515.4
2025-07-08T19:19:15-04:00,298.29,298.3,298.2,298.3,298.3218022003983,NaN,298.34856747191697,3611.7,1768,3611.7
2025-07-08T19:19:30-04:00,298.29,298.2996,298.29,298.2996,298.31736176031865,NaN,298.34438909832113,3521.2,1100,3521.2
2025-07-08T19:20:00-04:00,298.27,298.27,298.27,298.27,298.30788940825494,NaN,298.34188964340507,1279.7,400,1279.7
2025-07-08T19:20:15-04:00,298.28,298.28,298.26,298.26,298.2983115266039,NaN,298.3387951612348,1104.6,349,1104.6
2025-07-08T19:20:30-04:00,298.27,298.27,298.27,298.27,298.2926492212831,NaN,298.3351054031731,980.8,100,980.8
2025-07-08T19:20:45-04:00,298.2607,298.27,298.2601,298.2601,298.2861393770265,NaN,298.33159263301445,963.6,628,963.6
2025-07-08T19:21:00-04:00,298.26,298.28,298.25,298.25,298.27891150162117,NaN,298.3297630013637,892.3,1200,892.3
2025-07-08T19:21:30-04:00,298.25,298.25,298.22,298.22,298.26712920129694,NaN,298.31302485129555,846.6,543,846.6
2025-07-08T19:21:45-04:00,298.23,298.25,298.21,298.23,298.25970336103757,NaN,298.30712360873076,778.4,1374,778.4
2025-07-08T19:22:00-04:00,298.0516,298.0516,298,298,298.20776268883003,NaN,298.1163174282942,829.9,837,829.9
2025-07-08T19:22:15-04:00,298.09,298.1,298.09,298.1,298.186210151064,NaN,298.1163174282942,693.1,400,693.1
2025-07-08T19:22:30-04:00,298.18,298.18,298.02,298.02,298.1529681208512,NaN,298.1163174282942,629.1,460,629.1
2025-07-08T19:22:45-04:00,298.1,298.1,298,298.0585,298.13407449668097,NaN,298.1163174282942,778.8,1897,778.8
2025-07-08T19:23:00-04:00,298.06,298.1,298.06,298.06,298.11925959734475,NaN,298.1163174282942,919.7,1758,919.7
2025-07-08T19:23:15-04:00,298.1,298.15,298.1,298.11,298.1174076778758,NaN,298.02208641759944,1054.7,1450,1054.7
2025-07-08T19:23:30-04:00,298.1116,298.1116,298.1116,298.1116,298.11624614230067,NaN,298.02711209671946,1002.8,109,1002.8
2025-07-08T19:23:45-04:00,298.12,298.12,298.11,298.11,298.1149969138405,NaN,298.0312564918835,938.9,561,938.9
2025-07-08T19:24:00-04:00,298.11,298.12,298.11,298.12,298.1159975310724,NaN,298.0351936672893,924.6,400,924.6
2025-07-08T19:24:15-04:00,298.0528,298.0528,298.0528,298.0528,298.1033580248579,NaN,298.0351936672893,797.2,100,797.2
2025-07-08T19:24:30-04:00,298.06,298.11,298.06,298.11,298.1046864198863,NaN,298.0351936672893,748.5,350,748.5
2025-07-08T19:24:45-04:00,298.11,298.11,298.1,298.11,298.10574913590904,NaN,298.03862819549215,948.4,2399,948.4
2025-07-08T19:25:00-04:00,298.11,298.15,298.11,298.15,298.11459930872724,NaN,298.04494678571757,1012.4,1100,1012.4
2025-07-08T19:25:15-04:00,298.18,298.25,298.18,298.25,298.1416794469818,NaN,298.1266994464317,922.7,1000,922.7
2025-07-08T19:25:45-04:00,298.28,298.3,298.28,298.28,298.1693435575854,NaN,298.20236447411,870.9,1240,870.9
2025-07-08T19:26:00-04:00,298.23,298.3,298.23,298.3,298.19547484606835,NaN,298.20236447411,773.4,475,773.4
2025-07-08T19:26:15-04:00,298.28,298.3,298.25,298.3,298.21637987685466,NaN,298.20236447411,844.6,821,844.6
2025-07-08T19:26:30-04:00,298.29,298.3,298.21,298.21,298.2151039014837,NaN,298.20236447411,976.8,1883,976.8
2025-07-08T19:27:00-04:00,298.28,298.39,298.28,298.39,298.25008312118695,NaN,298.2358222226906,1015.6,788,1015.6
2025-07-08T19:27:30-04:00,298.29,298.31,298.22,298.27,298.2540664969496,NaN,298.2358222226906,1347.4,3418,1347.4
2025-07-08T19:27:45-04:00,298.2001,298.2001,298.2001,298.2001,298.2432731975597,NaN,298.30696294402173,1322.4,100,1322.4
2025-07-08T19:28:00-04:00,298.28,298.28,298.2799,298.2799,298.2505985580477,NaN,298.30696294402173,1282.5,2000,1282.5
2025-07-08T19:28:15-04:00,298.28,298.28,298.2112,298.28,298.2564788464382,NaN,298.30696294402173,1597.1,4246,1597.1
2025-07-08T19:28:30-04:00,298.28,298.28,298.2799,298.28,298.2611830771506,NaN,298.3020393478806,1717.1,2200,1717.1
2025-07-08T19:28:45-04:00,298.3,298.39,298.3,298.39,298.28694646172045,NaN,298.2399076195135,1665.6,725,1665.6
2025-07-08T19:29:00-04:00,298.3999,298.3999,298.25,298.3699,298.30353716937634,NaN,298.2399076195135,1716.4,983,1716.4
2025-07-08T19:29:15-04:00,298.29,298.36,298.27,298.35,298.31282973550105,NaN,298.2399076195135,1744.3,1100,1744.3
2025-07-08T19:29:30-04:00,298.28,298.35,298.27,298.27,298.3042637884008,NaN,298.2399076195135,2687,11310,2687
2025-07-08T19:29:45-04:00,298.4,298.4,298.4,298.4,298.32341103072065,NaN,298.2825505795788,2672.9,647,2672.9
2025-07-08T19:30:00-04:00,298.3517,298.44,298.3517,298.44,298.34672882457653,NaN,298.2825505795788,2433.5,1024,2433.5
2025-07-08T19:30:15-04:00,298.45,298.45,298.28,298.32,298.3413830596612,NaN,298.2825505795788,2982,5585,2982
2025-07-08T19:31:15-04:00,298.32,298.32,298.32,298.32,298.33710644772896,NaN,298.2825505795788,2792,100,2792
2025-07-08T19:31:30-04:00,298.3,298.32,298.3,298.31,298.3316851581832,NaN,298.28565187207056,2457.4,900,2457.4
2025-07-08T19:31:45-04:00,298.3734,298.3734,298.24,298.27,298.3193481265465,NaN,298.28565187207056,2351.3,1139,2351.3
2025-07-08T19:32:00-04:00,298.28,298.28,298.22,298.28,298.3114785012372,NaN,298.3672039354563,3936.8,16580,3936.8
2025-07-08T19:32:15-04:00,298.28,298.3,298.28,298.3,298.3091828009898,NaN,298.3628437386835,3875.3,368,3875.3
2025-07-08T19:32:30-04:00,298.36,298.38,298.36,298.38,298.3233462407918,NaN,298.25679844825066,3788.9,236,3788.9
2025-07-08T19:32:45-04:00,298.27,298.27,298.2125,298.2125,298.30117699263343,NaN,298.36135397416183,2687.9,300,2687.9
2025-07-08T19:33:30-04:00,298.24,298.24,298.24,298.24,298.28894159410675,NaN,298.35616127545376,2663.2,400,2663.2
2025-07-08T19:33:45-04:00,298.3,298.3,298.3,298.3,298.2911532752854,NaN,298.3548532116811,2688.9,1281,2688.9
2025-07-08T19:34:00-04:00,298.26,298.2799,298.26,298.2799,298.2889026202283,NaN,298.35211055109704,2260.4,1300,2260.4
2025-07-08T19:34:15-04:00,298.2501,298.28,298.2501,298.28,298.28712209618266,NaN,298.34874752354216,2358.1,1077,2358.1
2025-07-08T19:34:30-04:00,298.28,298.34,298.28,298.32,298.2936976769461,NaN,298.34781014736507,2338.1,700,2338.1
2025-07-08T19:34:45-04:00,298.32,298.32,298.271,298.271,298.2891581415569,NaN,298.3460946399968,2252.2,280,2252.2
2025-07-08T19:35:00-04:00,298.2705,298.3,298.27,298.2708,298.28548651324553,NaN,298.34303990799697,684.5,903,684.5
2025-07-08T19:35:15-04:00,298.3,298.3,298.14,298.21,298.2703892105964,NaN,298.32988791259714,922.5,2748,922.5
2025-07-08T19:35:30-04:00,298.141,298.25,298.141,298.25,298.26631136847715,NaN,298.3080685169673,938.9,400,938.9
2025-07-08T19:35:45-04:00,298.24,298.27,298.24,298.27,298.2670490947817,NaN,298.3046900911189,1154.8,2459,1154.8
2025-07-08T19:36:00-04:00,298.2,298.2699,298.2,298.2699,298.2676192758254,NaN,298.304480586563,1210,952,1210
2025-07-08T19:36:30-04:00,298.25,298.2701,298.2242,298.2701,298.2681154206603,NaN,298.30247405723486,1170.5,886,1170.5
2025-07-08T19:36:45-04:00,298.27,298.27,298.27,298.27,298.26849233652825,NaN,298.2971328543731,1050.5,100,1050.5
